server              76030670  
server              76220810  CTFBot::PhysicsSimulate
server              76220910  CTFBot::PopRequiredWeapon
server              FAIL      CTFBot::PressAltFireButton
server              FAIL      CTFBot::PressFireButton
server              FAIL      CTFBot::PressSpecialFireButton
server              FAIL      CTFBot::PushRequiredWeapon
server              FAIL      CTFBot::RealizeSpy
server              FAIL      CTFBot::SelectRandomReachableEnemy
server              FAIL      CTFBot::SetMission
server              FAIL      CTFBot::ShouldAutoJump
server              FAIL      CTFBot::ShouldFireCompressionBlast
server              FAIL      CTFBot::ShouldGib
server              FAIL      CTFBot::Spawn
server              76222ff0  CTFBot::StartIdleSound
server              FAIL      CTFBot::StopSuspectingSpy
server              FAIL      CTFBot::SuspectSpy
server              FAIL      CTFBot::SuspectedSpyInfo_t::IsCurrentlySuspected
server              FAIL      CTFBot::SuspectedSpyInfo_t::Suspect
server              FAIL      CTFBot::SuspectedSpyInfo_t::TestForRealizing
server              76223490  CTFBot::Touch
server              FAIL      CTFBot::TransientlyConsistentRandomValue
server              76223910  CTFBot::UpdateLookingAroundForEnemies
server              FAIL      CTFBot::UpdateOnRemove
server              FAIL      CTFBot::~CTFBot [D0]
server              FAIL      CTFBot::~CTFBot [D2]
server              762295e0  CTFBotAttack::CTFBotAttack [C1]
server              76229f60  CTFBotAttack::Update
server              76247ec0  CTFBotAttackFlagDefenders::Update
server              76224b50  CTFBotBody::GetHeadAimTrackingInterval
server              7622dd60  CTFBotDead::OnStart
server              7622dd90  CTFBotDead::Update
server              FAIL      CTFBotDeliverFlag::OnEnd
server              762489c0  CTFBotDeliverFlag::Update
server              76249060  CTFBotDeliverFlag::UpgradeOverTime
server              FAIL      CTFBotEngineerBuild::InitialContainedAction
server              762496b0  CTFBotEscortFlagCarrier::Update
server              75e0fa90  CTFBotEscortSquadLeader::OnEnd
server              762512f0  CTFBotEscortSquadLeader::Update
server              762511f0  CTFBotEscortSquadLeader::~CTFBotEscortSquadLeader [D0]
server              762511f0  CTFBotEscortSquadLeader::~CTFBotEscortSquadLeader [D2]
server              FAIL      CTFBotFetchFlag::CTFBotFetchFlag [C1]
server              FAIL      CTFBotFetchFlag::OnStart
server              76249c20  CTFBotFetchFlag::Update
server              76230a70  CTFBotGetAmmo::IsPossible
server              762316c0  CTFBotGetHealth::IsPossible
server              FAIL      CTFBotHintEngineerNest::DetonateStaleNest
server              FAIL      CTFBotHintEngineerNest::HintTeleporterThink
server              FAIL      CTFBotHintEngineerNest::IsStaleNest
server              76224be0  CTFBotLocomotion::Approach
server              76224c30  CTFBotLocomotion::GetRunSpeed
server              76224d10  CTFBotLocomotion::IsEntityTraversable
server              76224f40  CTFBotLocomotion::Update
server              FAIL      CTFBotMainAction::Dodge
server              FAIL      CTFBotMainAction::Dodge [clone]
server              FAIL      CTFBotMainAction::FireWeaponAtEnemy
server              FAIL      CTFBotMainAction::GetHealerOfThreat
server              FAIL      CTFBotMainAction::InitialContainedAction
server              FAIL      CTFBotMainAction::OnContact
server              FAIL      CTFBotMainAction::OnInjured
server              7622bd50  CTFBotMainAction::OnOtherKilled
server              FAIL      CTFBotMainAction::OnStart
server              7622c100  CTFBotMainAction::OnStuck
server              FAIL      CTFBotMainAction::SelectCloserThreat
server              FAIL      CTFBotMainAction::SelectMoreDangerousThreat
server              FAIL      CTFBotMainAction::SelectMoreDangerousThreatInternal
server              FAIL      CTFBotMainAction::SelectTargetPoint
server              FAIL      CTFBotMainAction::ShouldAttack
server              FAIL      CTFBotMainAction::ShouldHurry
server              7622d690  CTFBotMainAction::Update
server              FAIL      CTFBotMainAction::~CTFBotMainAction [D0]
server              FAIL      CTFBotMainAction::~CTFBotMainAction [D2]
server              FAIL      CTFBotMedicHeal::IsVisibleToEnemy
server              FAIL      CTFBotMedicHeal::SelectPatient
server              762422f0  CTFBotMedicHeal::Update
server              76243e40  CTFBotMissionSuicideBomber::Detonate
server              76244760  CTFBotMissionSuicideBomber::OnKilled
server              76244830  CTFBotMissionSuicideBomber::OnStart
server              76244970  CTFBotMissionSuicideBomber::OnStuck
server              762449c0  CTFBotMissionSuicideBomber::StartDetonate
server              76244ac0  CTFBotMissionSuicideBomber::Update
server              FAIL      CTFBotMvMEngineerBuildSentryGun::CTFBotMvMEngineerBuildSentryGun [C1]
server              7623d6a0  CTFBotMvMEngineerBuildSentryGun::Update
server              FAIL      CTFBotMvMEngineerBuildTeleportExit::CTFBotMvMEngineerBuildTeleportExit [C1]
server              7623df30  CTFBotMvMEngineerBuildTeleportExit::Update
server              7623e390  CTFBotMvMEngineerHintFinder::FindHint
server              7623efd0  CTFBotMvMEngineerIdle::Update
server              762402a0  CTFBotMvMEngineerTeleportSpawn::Update
server              76228520  CTFBotPathCost::operator()
server              FAIL      CTFBotProxy::CTFBotProxy [C1]
server              FAIL      CTFBotPushToCapturePoint::CTFBotPushToCapturePoint [C1]
server              76248e90  CTFBotPushToCapturePoint::Update
server              76233f90  CTFBotScenarioMonitor::DesiredScenarioAndClassAction
server              762347b0  CTFBotScenarioMonitor::InitialContainedAction
server              762348d0  CTFBotScenarioMonitor::Update
server              76234b00  CTFBotSeekAndDestroy::CTFBotSeekAndDestroy [C1]
server              FAIL      CTFBotSniperLurk::SelectMoreDangerousThreat
server              FAIL      CTFBotSniperLurk::ShouldAttack
server              762a94c0  CTFBotSpawner::Parse
server              762aa350  CTFBotSpawner::ParseEventChangeAttributes
server              762ab4c0  CTFBotSpawner::Spawn
server              762a87b0  CTFBotSpawner::~CTFBotSpawner [D0]
server              762a87b0  CTFBotSpawner::~CTFBotSpawner [D2]
server              7624dae0  CTFBotSpyAttack::Update
server              7624f5d0  CTFBotSpyInfiltrate::Update
server              76250340  CTFBotSpyLurk::Update
server              FAIL      CTFBotSpySap::CTFBotSpySap [C1]
server              FAIL      CTFBotSpySap::CTFBotSpySap [C2]
server              76226af0  CTFBotSquad::Leave
server              FAIL      CTFBotSquad::ShouldSquadLeaderWaitForFormation
server              76238490  CTFBotStickybombSentrygun::Update
server              FAIL      CTFBotTacticalMonitor::AvoidBumpingEnemies
server              FAIL      CTFBotTacticalMonitor::FindNearbyTeleporter
server              76235a60  CTFBotTacticalMonitor::InitialContainedAction
server              76235d50  CTFBotTacticalMonitor::OnCommandString
server              76236280  CTFBotTacticalMonitor::OnNavAreaChanged
server              FAIL      CTFBotTacticalMonitor::ShouldOpportunisticallyTeleport
server              762363e0  CTFBotTacticalMonitor::Update
server              FAIL      CTFBotUseItem::CTFBotUseItem [C1]
server              76236fd0  CTFBotUseItem::OnEnd
server              76236fe0  CTFBotUseItem::OnStart
server              762370b0  CTFBotUseItem::Update
server              76236f90  CTFBotUseItem::~CTFBotUseItem [D2]
server              76226fb0  CTFBotVision::CollectPotentiallyVisibleEntities
server              762272b0  CTFBotVision::IsIgnored
server              76227500  CTFBotVision::IsVisibleEntityNoticed
server              762276b0  CTFBotVision::Update
server              FAIL      CTFBotVision::UpdatePotentiallyVisibleNPCVector
server              FAIL      CTFChargedSMG::SecondaryAttack
server              FAIL      CTFCleaver::CreateJarProjectile
server              FAIL      CTFCompoundBow::GetChargeMaxTime
server              FAIL      CTFCompoundBow::GetCurrentCharge
server              FAIL      CTFCompoundBow::GetProjectileDamage
server              FAIL      CTFCompoundBow::GetProjectileSpeed
server              FAIL      CTFCompoundBow::LaunchGrenade
server              FAIL      CTFCompoundBow::Reload
server              FAIL      CTFConditionList::_Add
server              FAIL      CTFConditionList::_Remove
server              FAIL      CTFCrossbow::GetProjectileSpeed
server              FAIL      CTFDroppedWeapon::Create
server              FAIL      CTFDroppedWeapon::InitDroppedWeapon
server              FAIL      CTFDroppedWeapon::InitPickedUpWeapon
server              FAIL      CTFFists::Punch
server              FAIL      CTFFists::SecondaryAttack
server              FAIL      CTFFlameEntity::Create
server              762ca0b0  CTFFlameEntity::FlameThink
server              762cb170  CTFFlameEntity::OnCollide
server              FAIL      CTFFlameEntity::RemoveFlame
server              762cc700  CTFFlameEntity::Spawn
server              FAIL      CTFFlameManager::BCanBurnEntityThisFrame
server              FAIL      CTFFlameManager::GetFlameDamageScale
server              7612efd0  CTFFlameManager::OnCollide
server              7612fc00  CTFFlameManager::ShouldCollide
server              762c9c80  CTFFlameThrower::FireAirBlast
server              762ca7f0  CTFFlameThrower::GetDeflectionRadius
server              FAIL      CTFFlameThrower::GetFlameOriginPos
server              FAIL      CTFFlameThrower::GetMuzzlePosHelper
server              762cbb10  CTFFlameThrower::PrimaryAttack
server              FAIL      CTFFlameThrower::SetWeaponState
server              FAIL      CTFFlareGun_Revenge::Deploy
server              FAIL      CTFFlareGun_Revenge::Holster
server              76287b30  CTFGCServerSystem::ClientDisconnected
server              FAIL      CTFGCServerSystem::PreClientUpdate
server              FAIL      CTFGCServerSystem::SetHibernation
server              761320e0  CTFGameMovement::CheckJumpButton
server              76132c20  CTFGameMovement::CheckStuck
server              76133000  CTFGameMovement::CheckWater
server              76134020  CTFGameMovement::FullWalkMove
server              761342f0  CTFGameMovement::GetAirSpeedCap
server              76134590  CTFGameMovement::GrapplingHookMove
server              76134de0  CTFGameMovement::HandleDuckingSpeedCrop
server              76136370  CTFGameMovement::PlayerSolidMask
server              FAIL      CTFGameMovement::PreventBunnyJumping
server              761353a0  CTFGameMovement::ProcessMovement
server              FAIL      CTFGameMovement::ToggleParachute
server              FAIL      CTFGameMovement::ToggleParachute [clone]
server              7613db80  CTFGameRules::ApplyOnDamageAliveModifyRules
server              7613eb60  CTFGameRules::ApplyOnDamageModifyRules
server              76143180  CTFGameRules::BetweenRounds_Start
server              FAIL      CTFGameRules::BetweenRounds_Think
server              FAIL      CTFGameRules::BroadcastSound
server              7613ad20  CTFGameRules::CTFGameRules [C1]
server              FAIL      CTFGameRules::CalcDominationAndRevenge
server              FAIL      CTFGameRules::CalcDominationAndRevenge [clone]
server              FAIL      CTFGameRules::CanPlayerUseRespec
server              FAIL      CTFGameRules::CanUpgradeWithAttrib
server              FAIL      CTFGameRules::CleanUpMap
server              761465a0  CTFGameRules::ClientCommandKeyValues
server              76146f90  CTFGameRules::ClientConnected
server              76147060  CTFGameRules::ClientDisconnected
server              76148860  CTFGameRules::DeathNotice
server              76149650  CTFGameRules::DistributeCurrencyAmount
server              FAIL      CTFGameRules::DropHalloweenSoulPack
server              FAIL      CTFGameRules::DropSpellPickup
server              FAIL      CTFGameRules::DropSpellPickup [clone]
server              FAIL      CTFGameRules::FPlayerCanTakeDamage
server              FAIL      CTFGameRules::FireGameEvent
server              7614bdb0  CTFGameRules::FlPlayerFallDamage
server              FAIL      CTFGameRules::FlagsMayBeCapped
server              FAIL      CTFGameRules::GetAssister
server              FAIL      CTFGameRules::GetBonusRoundTime
server              FAIL      CTFGameRules::GetCostForUpgrade
server              FAIL      CTFGameRules::GetCurrentMatchGroup
server              7614cd40  CTFGameRules::GetKillingWeaponName
server              FAIL      CTFGameRules::GetTaggedConVarList
server              7614e890  CTFGameRules::GetTeamAssignmentOverride
server              FAIL      CTFGameRules::GetUpgradeTier
server              76152100  CTFGameRules::IsCompetitiveMode
server              761524d0  CTFGameRules::IsPVEModeControlled
server              FAIL      CTFGameRules::IsUpgradeTierEnabled
server              FAIL      CTFGameRules::IsUsingSpells
server              FAIL      CTFGameRules::LoadMapCycleFile
server              FAIL      CTFGameRules::OnPlayerSpawned
server              76155900  CTFGameRules::PlayerKilled
server              76157600  CTFGameRules::PlayerReadyStatus_HaveMinPlayersToEnable
server              FAIL      CTFGameRules::PlayerReadyStatus_ShouldStartCountdown
server              FAIL      CTFGameRules::PlayerReadyStatus_UpdatePlayerState
server              76158100  CTFGameRules::PowerupModeInitKillCountTimer
server              761581d0  CTFGameRules::PowerupModeKillCountCompare
server              FAIL      CTFGameRules::PushAllPlayersAway
server              76159230  CTFGameRules::RadiusDamage
server              FAIL      CTFGameRules::RoundCleanupShouldIgnore
server              7615f2b0  CTFGameRules::SendWinPanelInfo
server              76151030  CTFGameRules::SetCustomUpgradesFile
server              FAIL      CTFGameRules::SetNextMvMPopfile
server              7615fea0  CTFGameRules::SetWinningTeam
server              76160a10  CTFGameRules::SetupOnRoundStart
server              FAIL      CTFGameRules::ShouldCreateEntity
server              FAIL      CTFGameRules::ShouldDropSpellPickup
server              FAIL      CTFGameRules::ShouldRespawnQuickly
server              FAIL      CTFGameStats::AccumulateAndResetPerLifeStats
server              FAIL      CTFGameStats::Event_PlayerConnected
server              76168640  CTFGameStats::Event_PlayerDisconnectedTF
server              FAIL      CTFGameStats::Event_PlayerEarnedKillStreak
server              76168780  CTFGameStats::Event_PlayerFiredWeapon
server              76168ce0  CTFGameStats::Event_PlayerLeachedHealth
server              FAIL      CTFGameStats::FindPlayerStats
server              FAIL      CTFGameStats::IncrementStat
server              FAIL      CTFGameStats::ResetKillHistory
server              FAIL      CTFGameStats::ResetPlayerStats
server              FAIL      CTFGameStats::SendStatsToPlayer
server              FAIL      CTFGameStats::TrackKillStats
server              762d6180  CTFGasManager::OnCollide
server              FAIL      CTFGrapplingHook::GetProjectileSpeed
server              FAIL      CTFGrapplingHook::ItemPostFrame
server              FAIL      CTFGrenadeLauncher::SecondaryAttack
server              FAIL      CTFGrenadePipebombProjectile::Create
server              762cfb60  CTFGrenadePipebombProjectile::DetonateStickies
server              75d1bd70  CTFGrenadePipebombProjectile::IsDeflectable
server              762d0270  CTFGrenadePipebombProjectile::OnTakeDamage
server              762d0750  CTFGrenadePipebombProjectile::PipebombTouch
server              762d0f40  CTFGrenadePipebombProjectile::SetPipebombMode
server              75df0ba0  CTFGrenadePipebombProjectile::StickybombTouch
server              762d1130  CTFGrenadePipebombProjectile::VPhysicsCollision
server              7608a340  CTFInventoryManager::GetBaseItemForClass
server              FAIL      CTFInventoryManager::GetInventoryForPlayer
server              FAIL      CTFItem::GetItemID
server              7608f8c0  CTFItemDefinition::GetLoadoutSlot
server              FAIL      CTFJar::CreateJarProjectile
server              FAIL      CTFJar::FireJar
server              FAIL      CTFJar::TossJarThink
server              FAIL      CTFJarGas::CreateJarProjectile
server              FAIL      CTFJarMilk::CreateJarProjectile
server              FAIL      CTFKnife::CanPerformBackstabAgainstTarget
server              FAIL      CTFKnife::CanPerformBackstabAgainstTarget [clone]
server              FAIL      CTFKnife::DisguiseOnKill
server              762d74f0  CTFKnife::GetMeleeDamage
server              FAIL      CTFKnife::IsBehindAndFacingTarget
server              762d79c0  CTFKnife::PrimaryAttack
server              FAIL      CTFLaserPointer::CreateLaserDot
server              FAIL      CTFMapsWorkshop::AddMap
server              FAIL      CTFMapsWorkshop::FindOrCreateMapByNames
server              FAIL      CTFMapsWorkshop::GetMapName
server              FAIL      CTFMapsWorkshop::PrepareLevelResources
server              760f3ec0  CTFMapsWorkshop::Refresh
server              FAIL      CTFMapsWorkshop::Steam_OnUGCItemInstalled
server              FAIL      CTFMechanicalArm::ShockAttack
server              FAIL      CTFMedigunShield::Create
server              FAIL      CTFMedigunShield::RemoveShield
server              FAIL      CTFMedigunShield::ShieldThink
server              FAIL      CTFMedigunShield::ShieldTouch
server              FAIL      CTFMedigunShield::UpdateShieldPosition
server              FAIL      CTFMinigun::AttackEnemyProjectiles
server              FAIL      CTFMinigun::CanHolster
server              FAIL      CTFMinigun::ItemPostFrame
server              FAIL      CTFMinigun::SecondaryAttack
server              FAIL      CTFMinigun::SetWeaponState
server              762e09c0  CTFMinigun::SharedAttack
server              FAIL      CTFMinigun::WindDown
server              FAIL      CTFMinigun::WindUp
server              FAIL      CTFNavArea::AddPotentiallyVisibleActor
server              76292c10  CTFNavArea::GetCombatIntensity
server              FAIL      CTFNavArea::GetNextIncursionArea
server              762953a0  CTFNavArea::IsBlocked
server              FAIL      CTFNavArea::IsTFMarked
server              FAIL      CTFNavArea::IsValidForWanderingPopulation
server              FAIL      CTFNavArea::MakeNewTFMarker
server              FAIL      CTFNavArea::TFMark
server              FAIL      CTFNavMesh::CollectBuiltObjects
server              FAIL      CTFNavMesh::RecomputeInternalData
server              FAIL      CTFObjectiveResource::DecrementMannVsMachineWaveClassCount
server              FAIL      CTFPipebombLauncher::Deploy
server              FAIL      CTFPipebombLauncher::DetonateRemotePipebombs
server              762e33d0  CTFPipebombLauncher::FireProjectile
server              FAIL      CTFPipebombLauncher::SecondaryAttack
server              FAIL      CTFPistol_ScoutPrimary::Push
server              FAIL      CTFPistol_ScoutSecondary::GetDamageType
server              FAIL      CTFPlayer::AddCustomAttribute
server              FAIL      CTFPlayer::AddObject
server              FAIL      CTFPlayer::AddObject [clone]
server              761a1490  CTFPlayer::ApplyAbsVelocityImpulse
server              FAIL      CTFPlayer::ApplyGenericPushbackImpulse
server              761a1710  CTFPlayer::ApplyPunchImpulseX
server              761a17e0  CTFPlayer::ApplyPushFromDamage
server              FAIL      CTFPlayer::BeginPurchasableUpgrades
server              761da900  CTFPlayer::CanAirDash
server              FAIL      CTFPlayer::CanAttack
server              FAIL      CTFPlayer::CanBeForcedToLaugh
server              FAIL      CTFPlayer::CanBuild
server              FAIL      CTFPlayer::CanBuild [clone]
server              FAIL      CTFPlayer::CanDisguise
server              FAIL      CTFPlayer::CanGoInvisible
server              FAIL      CTFPlayer::CanHearAndReadChatFrom
server              FAIL      CTFPlayer::CanMoveDuringTaunt
server              FAIL      CTFPlayer::CancelTaunt
server              FAIL      CTFPlayer::ChangeTeam
server              761a4150  CTFPlayer::CheckBlockBackstab
server              FAIL      CTFPlayer::CheckInstantLoadoutRespawn
server              FAIL      CTFPlayer::ClearDisguiseWeaponList
server              FAIL      CTFPlayer::ClearTauntAttack
server              761a5040  CTFPlayer::ClientCommand
server              FAIL      CTFPlayer::CreateDisguiseWeaponList
server              761a6e90  CTFPlayer::CreateFeignDeathRagdoll
server              FAIL      CTFPlayer::CreateRagdollEntity [args]
server              FAIL      CTFPlayer::CreateViewModel
server              FAIL      CTFPlayer::DeathSound
server              761a8110  CTFPlayer::DetonateObjectOfType
server              FAIL      CTFPlayer::DoAnimationEvent
server              FAIL      CTFPlayer::DoClassSpecialSkill
server              761a8860  CTFPlayer::DoTauntAttack
server              FAIL      CTFPlayer::DropAmmoPack
server              FAIL      CTFPlayer::DropCurrencyPack
server              FAIL      CTFPlayer::DropFlag
server              FAIL      CTFPlayer::EndClassSpecialSkill
server              FAIL      CTFPlayer::EndPurchasableUpgrades
server              761ac7d0  CTFPlayer::Event_Killed
server              761b1a80  CTFPlayer::FindPartnerTauntInitiator
server              761e0310  CTFPlayer::FireBullet
server              761b2370  CTFPlayer::ForceChangeTeam
server              FAIL      CTFPlayer::ForceRegenerateAndRespawn
server              761b25f0  CTFPlayer::ForceRespawn
server              761b2a30  CTFPlayer::ForgetFirstUpgradeForItem
server              FAIL      CTFPlayer::GetAttributeList
server              FAIL      CTFPlayer::GetAttributeManager
server              FAIL      CTFPlayer::GetAutoTeam
server              FAIL      CTFPlayer::GetDesiredHandScale
server              FAIL      CTFPlayer::GetDesiredHeadScale
server              FAIL      CTFPlayer::GetDesiredTorsoScale
server              FAIL      CTFPlayer::GetEntityForLoadoutSlot
server              FAIL      CTFPlayer::GetEquippedWearableForLoadoutSlot
server              FAIL      CTFPlayer::GetHandScaleSpeed
server              FAIL      CTFPlayer::GetHeadScaleSpeed
server              761b32f0  CTFPlayer::GetLoadoutItem
server              761e2500  CTFPlayer::GetMaxAmmo
server              FAIL      CTFPlayer::GetMaxHealth
server              761b3530  CTFPlayer::GetMaxHealthForBuffing
server              FAIL      CTFPlayer::GetNumObjects
server              FAIL      CTFPlayer::GetObject
server              FAIL      CTFPlayer::GetObjectCount
server              FAIL      CTFPlayer::GetObjectOfType
server              FAIL      CTFPlayer::GetOpposingTFTeam
server              761e2a90  CTFPlayer::GetOverrideStepSound
server              FAIL      CTFPlayer::GetPassiveWeapons
server              FAIL      CTFPlayer::GetRuneHealthBonus
server              FAIL      CTFPlayer::GetSceneSoundToken
server              FAIL      CTFPlayer::GetTorsoScaleSpeed
server              761b4180  CTFPlayer::GiveAmmo
server              FAIL      CTFPlayer::GiveDefaultItems
server              761b4300  CTFPlayer::GiveNamedItem
server              761b4670  CTFPlayer::HandleAnimEvent
server              761b4b80  CTFPlayer::HandleCommand_JoinClass
server              761b5370  CTFPlayer::HandleCommand_JoinTeam
server              FAIL      CTFPlayer::HandleCommand_JoinTeam_NoMenus
server              FAIL      CTFPlayer::HasTheFlag
server              FAIL      CTFPlayer::HolsterOffHandWeapon
server              FAIL      CTFPlayer::InputIgnitePlayer
server              FAIL      CTFPlayer::InputSetCustomModel
server              FAIL      CTFPlayer::InspectButtonPressed
server              FAIL      CTFPlayer::IsAllowedToInitiateTauntWithPartner
server              761e3f20  CTFPlayer::IsAllowedToPickUpFlag
server              FAIL      CTFPlayer::IsAllowedToTaunt
server              FAIL      CTFPlayer::IsMiniBoss
server              FAIL      CTFPlayer::IsPlayerClass
server              FAIL      CTFPlayer::IsReadyToPlay
server              FAIL      CTFPlayer::IsReadyToSpawn
server              761bcd30  CTFPlayer::ItemIsAllowed
server              FAIL      CTFPlayer::ItemsMatch
server              FAIL      CTFPlayer::ItemsMatch [clone]
server              FAIL      CTFPlayer::ManageBuilderWeapons
server              761bda50  CTFPlayer::ManageRegularWeapons
server              FAIL      CTFPlayer::MaybeDrawRailgunBeam
server              FAIL      CTFPlayer::MedicGetChargeLevel
server              FAIL      CTFPlayer::ModifyOrAppendCriteria
server              FAIL      CTFPlayer::ModifyOrAppendCriteria::kSlotCriteriaName
server              761c0b80  CTFPlayer::OnKilledOther_Effects
server              761c0fa0  CTFPlayer::OnNavAreaChanged
server              761c11a0  CTFPlayer::OnTakeDamage
server              761c4320  CTFPlayer::OnTakeDamage_Alive
server              761c5640  CTFPlayer::OnTauntSucceeded
server              FAIL      CTFPlayer::PainSound
server              761e8280  CTFPlayer::ParseSharedTauntDataFromEconItemView
server              FAIL      CTFPlayer::PickupWeaponFromOther
server              FAIL      CTFPlayer::PlayScene
server              FAIL      CTFPlayer::PlaySpecificSequence
server              FAIL      CTFPlayer::PlayTauntRemapInputScene
server              FAIL      CTFPlayer::PlayTauntSceneFromItem
server              761c73c0  CTFPlayer::PlayerRunCommand
server              FAIL      CTFPlayer::PostThink
server              761c81b0  CTFPlayer::PrecacheMvM
server              FAIL      CTFPlayer::ReapplyItemUpgrades
server              FAIL      CTFPlayer::ReapplyPlayerUpgrades
server              761c8e30  CTFPlayer::RegenThink
server              761c9400  CTFPlayer::Regenerate
server              761c9900  CTFPlayer::RememberUpgrade
server              FAIL      CTFPlayer::RemoveAllCustomAttributes
server              FAIL      CTFPlayer::RemoveAllOwnedEntitiesFromWorld
server              FAIL      CTFPlayer::RemoveAllWeapons
server              FAIL      CTFPlayer::RemoveAmmo
server              FAIL      CTFPlayer::RemoveCurrency
server              FAIL      CTFPlayer::RemoveCustomAttribute
server              FAIL      CTFPlayer::RemoveInvisibility
server              FAIL      CTFPlayer::RemoveObject
server              FAIL      CTFPlayer::RemoveOwnedProjectiles
server              FAIL      CTFPlayer::SetGrapplingHookTarget
server              FAIL      CTFPlayer::SetOffHandWeapon
server              FAIL      CTFPlayer::ShouldDropAmmoPack
server              FAIL      CTFPlayer::ShouldGainInstantSpawn
server              761cd190  CTFPlayer::ShouldGib
server              FAIL      CTFPlayer::ShouldTransmit
server              761cd380  CTFPlayer::Spawn
server              761ce6f0  CTFPlayer::SpeakConceptIfAllowed
server              FAIL      CTFPlayer::SpyDeadRingerDeath
server              FAIL      CTFPlayer::StartBuildingObjectOfType
server              FAIL      CTFPlayer::StartedBuildingObject
server              761ced20  CTFPlayer::StateEnter
server              FAIL      CTFPlayer::StateLeave
server              FAIL      CTFPlayer::StateTransition
server              FAIL      CTFPlayer::StopTaunt
server              761d0090  CTFPlayer::TFPlayerThink
server              761d1c70  CTFPlayer::TakeHealth
server              761d1d80  CTFPlayer::Taunt
server              761ec930  CTFPlayer::TeamFortress_CalculateMaxSpeed
server              FAIL      CTFPlayer::TeamFortress_SetSpeed
server              FAIL      CTFPlayer::TeleportEffect
server              761d2f40  CTFPlayer::Touch
server              761d3990  CTFPlayer::TraceAttack
server              761ed610  CTFPlayer::TryToPickupBuilding
server              FAIL      CTFPlayer::UpdateExpression
server              FAIL      CTFPlayer::UpdateModel
server              FAIL      CTFPlayer::UpdateOnRemove
server              761d4260  CTFPlayer::UseActionSlotItemPressed
server              FAIL      CTFPlayer::UseActionSlotItemReleased
server              FAIL      CTFPlayer::ValidateWeapons
server              FAIL      CTFPlayer::WantsLagCompensationOnEntity
server              761ef600  CTFPlayer::Weapon_GetWeaponByType
server              FAIL      CTFPlayer::Weapon_OwnsThisID
server              FAIL      CTFPlayerClassShared::CanBuildObject
server              FAIL      CTFPlayerClassShared::GetHandModelName
server              FAIL      CTFPlayerClassShared::SetCustomModel
server              7608a690  CTFPlayerInventory::GetItemInLoadout
server              761f23e0  CTFPlayerMove::SetupMove
server              761f23d0  CTFPlayerMove::StartCommand
server              FAIL      CTFPlayerResource::SetPlayerClassWhenKilled
server              FAIL      CTFPlayerResource::UpdateConnectedPlayer
server              FAIL      CTFPlayerResource::UpdateDisconnectedPlayer
server              761d96a0  CTFPlayerShared::AddCond
server              FAIL      CTFPlayerShared::Burn
server              FAIL      CTFPlayerShared::CTFPlayerShared
server              FAIL      CTFPlayerShared::CalculateObjectCost
server              FAIL      CTFPlayerShared::CanRecieveMedigunChargeEffect
server              761db910  CTFPlayerShared::ConditionGameRulesThink
server              761de130  CTFPlayerShared::ConditionThink
server              FAIL      CTFPlayerShared::DetermineDisguiseWeapon
server              FAIL      CTFPlayerShared::DetermineDisguiseWearables
server              761df8f0  CTFPlayerShared::Disguise
server              761dff40  CTFPlayerShared::FadeInvis
server              FAIL      CTFPlayerShared::FindHealerIndex
server              761e1160  CTFPlayerShared::GetActiveTFWeapon
server              761e1360  CTFPlayerShared::GetCarryingRuneType
server              FAIL      CTFPlayerShared::GetConditionDuration
server              FAIL      CTFPlayerShared::GetConditionProvider
server              FAIL      CTFPlayerShared::GetConditionsBits
server              761e1b80  CTFPlayerShared::GetDisguiseTeam
server              FAIL      CTFPlayerShared::GetMaxBuffedHealth
server              FAIL      CTFPlayerShared::GetPercentInvisible
server              761e30f0  CTFPlayerShared::Heal
server              761e34e0  CTFPlayerShared::InCond
server              761e4190  CTFPlayerShared::IsControlStunned
server              761e41f0  CTFPlayerShared::IsCritBoosted
server              761e43d0  CTFPlayerShared::IsInvulnerable
server              FAIL      CTFPlayerShared::IsLoserStateStunned
server              761e4540  CTFPlayerShared::IsPlayerDominated
server              761e4560  CTFPlayerShared::IsPlayerDominatingMe
server              761e45b0  CTFPlayerShared::IsStealthed
server              761e47a0  CTFPlayerShared::MakeBleed
server              FAIL      CTFPlayerShared::ModifyRage
server              FAIL      CTFPlayerShared::OnAddBalloonHead
server              FAIL      CTFPlayerShared::OnAddHalloweenTiny
server              FAIL      CTFPlayerShared::OnAddMVMBotRadiowave
server              FAIL      CTFPlayerShared::OnAddTeleported
server              FAIL      CTFPlayerShared::OnConditionAdded
server              FAIL      CTFPlayerShared::OnConditionRemoved
server              FAIL      CTFPlayerShared::OnRemoveHalloweenTiny
server              FAIL      CTFPlayerShared::OnRemovePhase
server              FAIL      CTFPlayerShared::OnRemoveStunned
server              FAIL      CTFPlayerShared::OnRemoveTaunting
server              FAIL      CTFPlayerShared::OnRemoveTeleported
server              FAIL      CTFPlayerShared::PulseMedicRadiusHeal
server              FAIL      CTFPlayerShared::PulseMedicRadiusHeal [clone]
server              761e8fe0  CTFPlayerShared::PulseRageBuff
server              FAIL      CTFPlayerShared::RadiusCurrencyCollectionCheck
server              FAIL      CTFPlayerShared::RadiusSpyScan
server              FAIL      CTFPlayerShared::RecalculatePlayerBodygroups
server              761ea0c0  CTFPlayerShared::RemoveAllCond
server              761ea260  CTFPlayerShared::RemoveCond
